epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
119,431.11,0.7501,0.54203,0.8736,0.91972,0.92675,0.96599,0.84771,0.52642,0.40993,0.82123,0.00666229,0.00666229,0.00666229
120,434.867,0.75913,0.54958,0.87382,0.9432,0.93013,0.97681,0.84429,0.58329,0.40677,0.82875,0.006634,0.006634,0.006634
121,438.782,0.80581,0.55947,0.884,0.866,0.91093,0.94533,0.80203,0.62275,0.46063,0.83552,0.00660571,0.00660571,0.00660571
122,442.635,0.75686,0.53825,0.87127,0.95643,0.91835,0.97864,0.85431,0.53639,0.38548,0.82349,0.00657743,0.00657743,0.00657743
123,446.463,0.73927,0.52984,0.87131,0.86718,0.88548,0.9376,0.80636,0.6051,0.45119,0.83066,0.00654914,0.00654914,0.00654914
124,450.254,0.76434,0.53651,0.87361,0.70349,0.86943,0.81804,0.70076,0.60195,0.588,0.83542,0.00652086,0.00652086,0.00652086
125,454.007,0.75465,0.55279,0.87665,0.95728,0.938,0.97723,0.85976,0.52554,0.38506,0.82009,0.00649257,0.00649257,0.00649257
126,457.831,0.75855,0.548,0.87479,0.93298,0.91319,0.96708,0.85836,0.52847,0.40434,0.82237,0.00646429,0.00646429,0.00646429
127,461.64,0.77462,0.54487,0.87226,0.94035,0.93145,0.97666,0.8428,0.60711,0.39863,0.83241,0.006436,0.006436,0.006436
128,465.393,0.77359,0.54612,0.87727,0.97437,0.93273,0.98457,0.87017,0.52396,0.36069,0.82187,0.00640771,0.00640771,0.00640771
129,469.147,0.74619,0.53177,0.87053,0.95409,0.92554,0.97615,0.84982,0.56525,0.38794,0.82866,0.00637943,0.00637943,0.00637943
130,472.913,0.73279,0.52544,0.86687,0.90214,0.91606,0.96503,0.85005,0.52383,0.38983,0.82044,0.00635114,0.00635114,0.00635114
131,476.609,0.73083,0.52446,0.87016,0.94848,0.93129,0.9777,0.85355,0.5303,0.37167,0.82255,0.00632286,0.00632286,0.00632286
132,480.323,0.73392,0.53068,0.8744,0.93181,0.94598,0.98025,0.86811,0.52524,0.36997,0.81885,0.00629457,0.00629457,0.00629457
133,484.063,0.75458,0.54257,0.87378,0.94131,0.90732,0.97086,0.84354,0.55455,0.40099,0.82403,0.00626629,0.00626629,0.00626629
134,487.807,0.75805,0.5435,0.87121,0.92086,0.86077,0.94576,0.82519,0.54343,0.4366,0.82254,0.006238,0.006238,0.006238
135,491.798,0.74202,0.53541,0.87206,0.95943,0.93702,0.98215,0.86275,0.52973,0.38205,0.82029,0.00620971,0.00620971,0.00620971
136,495.49,0.72898,0.52693,0.86851,0.90811,0.94449,0.97829,0.86246,0.52403,0.37577,0.8212,0.00618143,0.00618143,0.00618143
137,499.231,0.73049,0.52565,0.8693,0.95438,0.91,0.97576,0.85926,0.52234,0.38004,0.81956,0.00615314,0.00615314,0.00615314
138,502.971,0.70758,0.50397,0.86395,0.9606,0.90989,0.97911,0.85113,0.56517,0.3877,0.82817,0.00612486,0.00612486,0.00612486
139,506.754,0.74672,0.53539,0.8735,0.94961,0.91583,0.97744,0.85502,0.56454,0.39549,0.82627,0.00609657,0.00609657,0.00609657
140,510.455,0.7588,0.52874,0.87364,0.90166,0.91172,0.95923,0.83921,0.55909,0.42827,0.82491,0.00606829,0.00606829,0.00606829
141,514.194,0.75814,0.52268,0.87064,0.90269,0.90323,0.95743,0.84255,0.54027,0.40808,0.82083,0.00604,0.00604,0.00604
142,517.999,0.72189,0.50198,0.86594,0.9665,0.93487,0.98034,0.86866,0.5198,0.36248,0.81882,0.00601171,0.00601171,0.00601171
143,521.852,0.73104,0.50939,0.86365,0.96088,0.94897,0.98542,0.87669,0.52039,0.35757,0.81813,0.00598343,0.00598343,0.00598343
144,525.581,0.73377,0.51533,0.86517,0.94504,0.95393,0.98533,0.87238,0.53179,0.35906,0.81916,0.00595514,0.00595514,0.00595514
145,529.323,0.72487,0.50579,0.86352,0.90224,0.92208,0.95093,0.83563,0.52515,0.39816,0.81852,0.00592686,0.00592686,0.00592686
146,533.04,0.73914,0.51519,0.86538,0.90085,0.84532,0.92883,0.81531,0.5305,0.45198,0.81964,0.00589857,0.00589857,0.00589857
147,536.821,0.74821,0.51856,0.86518,0.95551,0.94875,0.98346,0.87268,0.51515,0.36132,0.81603,0.00587029,0.00587029,0.00587029
148,540.568,0.72992,0.51125,0.85962,0.93265,0.95093,0.97762,0.86563,0.51566,0.36758,0.81689,0.005842,0.005842,0.005842
149,544.276,0.72284,0.50727,0.86211,0.90596,0.92365,0.96185,0.84895,0.52214,0.3944,0.81759,0.00581371,0.00581371,0.00581371
